cliente,estado,fechaHora,fecha,idMesa,numMesa,discoteca
Belen Garcia,Confirmado,2023-04-12 00:00:00,2023-04-15,58,1,Zouk Boulevard
Carla Sanchez,Confirmado,2023-04-12 00:00:00,2023-04-13,60,3,Zouk Boulevard
Facundo Perez,Confirmado,2023-04-12 00:00:00,2023-04-13,61,4,Zouk Boulevard
Julio Perez,Confirmado,2023-04-12 00:00:00,2023-04-15,66,9,Zouk Boulevard
Maria Perez,Confirmado,2023-04-12 00:00:00,2023-04-15,68,11,Zouk Boulevard
Maria Pedregal,Confirmado,2023-04-12 00:00:00,2023-04-13,70,13,Zouk Boulevard
Julio Ramirez,Confirmado,2023-04-12 00:00:00,2023-04-15,72,15,Zouk Boulevard
Facundo Gonzales,Confirmado,2023-04-12 00:00:00,2023-04-13,74,17,Zouk Boulevard
Facundo Perez,Confirmado,2023-04-12 00:00:00,2023-04-14,76,19,Zouk Boulevard
Juan Diaz,Confirmado,2023-04-12 00:00:00,2023-04-14,104,3,Forum
Alejandro Pedregal,Confirmado,2023-04-12 00:00:00,2023-04-13,105,4,Forum
Carla Sanchez,Confirmado,2023-04-12 00:00:00,2023-04-13,106,5,Forum
Pedro Martines,Confirmado,2023-04-12 00:00:00,2023-04-14,106,5,Forum
Facundo Sanchez,Confirmado,2023-04-12 00:00:00,2023-04-15,106,5,Forum
Carlos Perez,Confirmado,2023-04-12 00:00:00,2023-04-15,107,6,Forum
Rodrigo Lopez,Confirmado,2023-04-12 00:00:00,2023-04-15,113,12,Forum
Belen Diaz,Confirmado,2023-04-12 00:00:00,2023-04-13,114,13,Forum
Tatiana Sanchez,Cancelado,2023-04-12 00:00:00,2023-04-13,115,14,Forum
Rodrigo Garcia,Confirmado,2023-04-12 00:00:00,2023-04-14,115,14,Forum
Facundo Gonzales,Confirmado,2023-04-12 00:00:00,2023-04-13,119,18,Forum
Enrique Diaz,Confirmado,2023-04-12 00:00:00,2023-04-15,126,25,Forum
Rodrigo Garcia,Confirmado,2023-04-13 00:00:00,2023-04-14,17,2,Pacha
Carlos Lopez,Confirmado,2023-04-13 00:00:00,2023-04-15,19,4,Pacha
Juan Fernandez,Confirmado,2023-04-13 00:00:00,2023-04-14,58,1,Zouk Boulevard
Belen Pedregal,Cancelado,2023-04-13 00:00:00,2023-04-14,65,8,Zouk Boulevard
Carla Alonso,Confirmado,2023-04-13 00:00:00,2023-04-15,65,8,Zouk Boulevard
Julio Lopez,Confirmado,2023-04-13 00:00:00,2023-04-14,66,9,Zouk Boulevard
Tatiana Pedregal,Confirmado,2023-04-13 00:00:00,2023-04-14,71,14,Zouk Boulevard
Maria Torres,Confirmado,2023-04-13 00:00:00,2023-04-15,71,14,Zouk Boulevard
Pedro Garcia,Confirmado,2023-04-13 00:00:00,2023-04-14,73,16,Zouk Boulevard
Carla Pedregal,Confirmado,2023-04-13 00:00:00,2023-04-14,74,17,Zouk Boulevard
Facundo Sanchez,Confirmado,2023-04-13 00:00:00,2023-04-15,75,18,Zouk Boulevard
Juan Garcia,Confirmado,2023-04-13 00:00:00,2023-04-15,76,19,Zouk Boulevard
Maria Sanchez,Confirmado,2023-04-13 00:00:00,2023-04-15,115,14,Forum
Alejandro Torres,Confirmado,2023-04-13 00:00:00,2023-04-14,117,16,Forum
Tatiana Fernandez,Confirmado,2023-04-13 00:00:00,2023-04-14,120,19,Forum
Rodrigo Fernandez,Confirmado,2023-04-13 00:00:00,2023-04-15,120,19,Forum
Juan Fernandez,Cancelado,2023-04-13 00:00:00,2023-04-15,123,22,Forum
Juan Fernandez,Confirmado,2023-04-13 00:00:00,2023-04-14,126,25,Forum
Alejandro Lopez,Confirmado,2023-04-14 00:00:00,2023-04-15,17,2,Pacha
Rodrigo Gonzales,Confirmado,2023-04-14 00:00:00,2023-04-15,18,3,Pacha
Julio Lopez,Confirmado,2023-04-14 00:00:00,2023-04-15,69,12,Zouk Boulevard
Juan Fernandez,Confirmado,2023-04-14 00:00:00,2023-04-15,74,17,Zouk Boulevard
Bruno Gonzales,Confirmado,2023-04-14 00:00:00,2023-04-15,77,20,Zouk Boulevard
Rodrigo Fernandez,Confirmado,2023-04-14 00:00:00,2023-04-15,102,1,Forum
Rodrigo Perez,Confirmado,2023-04-14 00:00:00,2023-04-15,103,2,Forum
Tatiana Pedregal,Confirmado,2023-04-14 00:00:00,2023-04-15,114,13,Forum
Rodrigo Garcia,Confirmado,2023-04-16 00:00:00,2023-04-21,16,1,Pacha
Juan Diaz,Confirmado,2023-04-16 00:00:00,2023-04-20,17,2,Pacha
Carla Torres,Confirmado,2023-04-16 00:00:00,2023-04-22,17,2,Pacha
Enrique Gonzales,Confirmado,2023-04-16 00:00:00,2023-04-16,18,3,Pacha
Bruno Alonso,Confirmado,2023-04-16 00:00:00,2023-04-18,18,3,Pacha
Pedro Martines,Confirmado,2023-04-16 00:00:00,2023-04-19,19,4,Pacha
Maria Jimenez,Confirmado,2023-04-16 00:00:00,2023-04-20,19,4,Pacha
Pedro Alonso,Confirmado,2023-04-16 00:00:00,2023-04-17,20,5,Pacha
Carlos Pedregal,Confirmado,2023-04-16 00:00:00,2023-04-19,21,6,Pacha
Carlos Lopez,Confirmado,2023-04-16 00:00:00,2023-04-17,25,10,Pacha
Maria Fernandez,Confirmado,2023-04-16 00:00:00,2023-04-20,25,10,Pacha
Carlos Pedregal,Cancelado,2023-04-16 00:00:00,2023-04-20,27,12,Pacha
Juan Fernandez,Confirmado,2023-04-16 00:00:00,2023-04-20,28,13,Pacha
Rodrigo Garcia,Confirmado,2023-04-16 00:00:00,2023-04-19,29,14,Pacha
Carla Pedregal,Confirmado,2023-04-16 00:00:00,2023-04-17,32,17,Pacha
Carlos Pedregal,Confirmado,2023-04-16 00:00:00,2023-04-18,58,1,Zouk Boulevard
Enrique Diaz,Confirmado,2023-04-16 00:00:00,2023-04-21,58,1,Zouk Boulevard
Bruno Castillo,Confirmado,2023-04-16 00:00:00,2023-04-17,59,2,Zouk Boulevard
Tatiana Garcia,Confirmado,2023-04-16 00:00:00,2023-04-17,60,3,Zouk Boulevard
Rodrigo Fernandez,Confirmado,2023-04-16 00:00:00,2023-04-18,60,3,Zouk Boulevard
Facundo Ramirez,Confirmado,2023-04-16 00:00:00,2023-04-20,60,3,Zouk Boulevard
Rodrigo Pedregal,Confirmado,2023-04-16 00:00:00,2023-04-16,65,8,Zouk Boulevard
Bruno Diaz,Confirmado,2023-04-16 00:00:00,2023-04-19,65,8,Zouk Boulevard
Alejandro Torres,Confirmado,2023-04-16 00:00:00,2023-04-21,65,8,Zouk Boulevard
Rodrigo Garcia,Confirmado,2023-04-16 00:00:00,2023-04-20,66,9,Zouk Boulevard
Tatiana Garcia,Confirmado,2023-04-16 00:00:00,2023-04-21,66,9,Zouk Boulevard
Maria Lopez,Confirmado,2023-04-16 00:00:00,2023-04-16,68,11,Zouk Boulevard
Bruno Diaz,Confirmado,2023-04-16 00:00:00,2023-04-21,69,12,Zouk Boulevard
Maria Pedregal,Confirmado,2023-04-16 00:00:00,2023-04-19,70,13,Zouk Boulevard
Carla Gonzales,Confirmado,2023-04-16 00:00:00,2023-04-17,72,15,Zouk Boulevard
Carlos Pedregal,Confirmado,2023-04-16 00:00:00,2023-04-20,72,15,Zouk Boulevard
Maria Pedregal,Confirmado,2023-04-16 00:00:00,2023-04-16,73,16,Zouk Boulevard
Carlos Torres,Confirmado,2023-04-16 00:00:00,2023-04-17,73,16,Zouk Boulevard
Bruno Jimenez,Confirmado,2023-04-16 00:00:00,2023-04-19,73,16,Zouk Boulevard
Bruno Fernandez,Confirmado,2023-04-16 00:00:00,2023-04-20,73,16,Zouk Boulevard
Belen Castillo,Confirmado,2023-04-16 00:00:00,2023-04-22,73,16,Zouk Boulevard
Carla Diaz,Confirmado,2023-04-16 00:00:00,2023-04-16,74,17,Zouk Boulevard
Bruno Alonso,Confirmado,2023-04-16 00:00:00,2023-04-19,75,18,Zouk Boulevard
Rodrigo Alonso,Confirmado,2023-04-16 00:00:00,2023-04-22,76,19,Zouk Boulevard
Rodrigo Martines,Confirmado,2023-04-16 00:00:00,2023-04-17,77,20,Zouk Boulevard
Enrique Gonzales,Confirmado,2023-04-16 00:00:00,2023-04-19,77,20,Zouk Boulevard
Julio Garcia,Confirmado,2023-04-16 00:00:00,2023-04-17,102,1,Forum
Facundo Gonzales,Confirmado,2023-04-16 00:00:00,2023-04-22,104,3,Forum
Facundo Sanchez,Confirmado,2023-04-16 00:00:00,2023-04-17,105,4,Forum
Juan Garcia,Confirmado,2023-04-16 00:00:00,2023-04-17,106,5,Forum
Facundo Perez,Confirmado,2023-04-16 00:00:00,2023-04-17,107,6,Forum
Tatiana Garcia,Confirmado,2023-04-16 00:00:00,2023-04-22,107,6,Forum
Facundo Gonzales,Confirmado,2023-04-16 00:00:00,2023-04-22,108,7,Forum
Julio Ramirez,Confirmado,2023-04-16 00:00:00,2023-04-16,109,8,Forum
Maria Perez,Confirmado,2023-04-16 00:00:00,2023-04-17,109,8,Forum
Belen Alonso,Confirmado,2023-04-16 00:00:00,2023-04-21,110,9,Forum
Bruno Gonzales,Confirmado,2023-04-16 00:00:00,2023-04-20,111,10,Forum
Carla Pedregal,Confirmado,2023-04-16 00:00:00,2023-04-22,111,10,Forum
Rodrigo Martines,Confirmado,2023-04-16 00:00:00,2023-04-18,112,11,Forum
Enrique Gonzales,Confirmado,2023-04-16 00:00:00,2023-04-19,112,11,Forum
Maria Jimenez,Confirmado,2023-04-16 00:00:00,2023-04-17,113,12,Forum
Rodrigo Alonso,Confirmado,2023-04-16 00:00:00,2023-04-19,113,12,Forum
Maria Jimenez,Confirmado,2023-04-16 00:00:00,2023-04-22,114,13,Forum
Rodrigo Sanchez,Confirmado,2023-04-16 00:00:00,2023-04-19,115,14,Forum
Bruno Martines,Confirmado,2023-04-16 00:00:00,2023-04-21,115,14,Forum
Maria Jimenez,Confirmado,2023-04-16 00:00:00,2023-04-21,116,15,Forum
Maria Pedregal,Confirmado,2023-04-16 00:00:00,2023-04-22,116,15,Forum
Facundo Ramirez,Confirmado,2023-04-16 00:00:00,2023-04-19,118,17,Forum
Rodrigo Gonzales,Confirmado,2023-04-16 00:00:00,2023-04-17,119,18,Forum
Facundo Sanchez,Confirmado,2023-04-16 00:00:00,2023-04-18,119,18,Forum
Maria Martines,Confirmado,2023-04-16 00:00:00,2023-04-20,120,19,Forum
Rodrigo Sanchez,Confirmado,2023-04-16 00:00:00,2023-04-18,121,20,Forum
Facundo Perez,Confirmado,2023-04-16 00:00:00,2023-04-19,122,21,Forum
Maria Perez,Confirmado,2023-04-16 00:00:00,2023-04-20,123,22,Forum
Juan Fernandez,Confirmado,2023-04-16 00:00:00,2023-04-21,123,22,Forum
Tatiana Garcia,Confirmado,2023-04-16 00:00:00,2023-04-22,123,22,Forum
Julio Perez,Confirmado,2023-04-16 00:00:00,2023-04-21,126,25,Forum
Maria Jimenez,Confirmado,2023-04-16 00:00:00,2023-04-17,127,26,Forum
Carla Pedregal,Confirmado,2023-04-16 00:00:00,2023-04-17,128,27,Forum
Rodrigo Pedregal,Confirmado,2023-04-16 00:00:00,2023-04-18,128,27,Forum
Rodrigo Sanchez,Confirmado,2023-04-17 00:00:00,2023-04-18,16,1,Pacha
Bruno Martines,Confirmado,2023-04-17 00:00:00,2023-04-20,16,1,Pacha
Bruno Castillo,Confirmado,2023-04-17 00:00:00,2023-04-21,17,2,Pacha
Facundo Sanchez,Confirmado,2023-04-17 00:00:00,2023-04-22,18,3,Pacha
Rodrigo Gonzales,Cancelado,2023-04-17 00:00:00,2023-04-21,19,4,Pacha
Carla Diaz,Cancelado,2023-04-17 00:00:00,2023-04-21,25,10,Pacha
Rodrigo Gonzales,Cancelado,2023-04-17 00:00:00,2023-04-19,26,11,Pacha
Enrique Gonzales,Confirmado,2023-04-17 00:00:00,2023-04-22,26,11,Pacha
Maria Jimenez,Confirmado,2023-04-17 00:00:00,2023-04-19,27,12,Pacha
Belen Diaz,Confirmado,2023-04-17 00:00:00,2023-04-21,28,13,Pacha
Carla Alonso,Confirmado,2023-04-17 00:00:00,2023-04-18,30,15,Pacha
Pedro Pedregal,Confirmado,2023-04-17 00:00:00,2023-04-21,30,15,Pacha
Facundo Perez,Confirmado,2023-04-17 00:00:00,2023-04-20,31,16,Pacha
Bruno Castillo,Confirmado,2023-04-17 00:00:00,2023-04-20,32,17,Pacha
Facundo Gonzales,Confirmado,2023-04-17 00:00:00,2023-04-22,58,1,Zouk Boulevard
Carla Torres,Confirmado,2023-04-17 00:00:00,2023-04-22,60,3,Zouk Boulevard
Belen Martines,Confirmado,2023-04-17 00:00:00,2023-04-19,61,4,Zouk Boulevard
Facundo Sanchez,Confirmado,2023-04-17 00:00:00,2023-04-19,66,9,Zouk Boulevard
Pedro Jimenez,Confirmado,2023-04-17 00:00:00,2023-04-21,68,11,Zouk Boulevard
Maria Castillo,Confirmado,2023-04-17 00:00:00,2023-04-22,68,11,Zouk Boulevard
Pedro Martines,Confirmado,2023-04-17 00:00:00,2023-04-21,72,15,Zouk Boulevard
Carla Diaz,Confirmado,2023-04-17 00:00:00,2023-04-20,77,20,Zouk Boulevard
Tatiana Martines,Confirmado,2023-04-17 00:00:00,2023-04-20,102,1,Forum
Maria Pedregal,Confirmado,2023-04-17 00:00:00,2023-04-21,102,1,Forum
Maria Jimenez,Confirmado,2023-04-17 00:00:00,2023-04-18,103,2,Forum
Carlos Perez,Confirmado,2023-04-17 00:00:00,2023-04-21,103,2,Forum
Julio Lopez,Confirmado,2023-04-17 00:00:00,2023-04-18,104,3,Forum
Julio Fernandez,Cancelado,2023-04-17 00:00:00,2023-04-19,104,3,Forum
Julio Perez,Confirmado,2023-04-17 00:00:00,2023-04-21,104,3,Forum
Bruno Alonso,Confirmado,2023-04-17 00:00:00,2023-04-20,106,5,Forum
Bruno Diaz,Confirmado,2023-04-17 00:00:00,2023-04-20,107,6,Forum
Facundo Perez,Confirmado,2023-04-17 00:00:00,2023-04-18,110,9,Forum
Rodrigo Sanchez,Confirmado,2023-04-17 00:00:00,2023-04-20,110,9,Forum
Juan Fernandez,Cancelado,2023-04-17 00:00:00,2023-04-22,110,9,Forum
Facundo Gonzales,Confirmado,2023-04-17 00:00:00,2023-04-22,113,12,Forum
Carla Diaz,Confirmado,2023-04-17 00:00:00,2023-04-18,114,13,Forum
Rodrigo Gonzales,Confirmado,2023-04-17 00:00:00,2023-04-19,114,13,Forum
Facundo Sanchez,Confirmado,2023-04-17 00:00:00,2023-04-20,114,13,Forum
Carla Sanchez,Confirmado,2023-04-17 00:00:00,2023-04-22,117,16,Forum
Enrique Perez,Confirmado,2023-04-17 00:00:00,2023-04-18,118,17,Forum
Carla Gonzales,Confirmado,2023-04-17 00:00:00,2023-04-21,118,17,Forum
Juan Garcia,Confirmado,2023-04-17 00:00:00,2023-04-22,118,17,Forum
Carla Gonzales,Confirmado,2023-04-17 00:00:00,2023-04-19,119,18,Forum
Belen Alonso,Confirmado,2023-04-17 00:00:00,2023-04-20,119,18,Forum
Tatiana Sanchez,Confirmado,2023-04-17 00:00:00,2023-04-18,122,21,Forum
Julio Garcia,Confirmado,2023-04-17 00:00:00,2023-04-22,122,21,Forum
Rodrigo Diaz,Confirmado,2023-04-17 00:00:00,2023-04-19,123,22,Forum
Maria Jimenez,Confirmado,2023-04-17 00:00:00,2023-04-18,124,23,Forum
Facundo Perez,Confirmado,2023-04-17 00:00:00,2023-04-21,124,23,Forum
Bruno Jimenez,Confirmado,2023-04-17 00:00:00,2023-04-19,126,25,Forum
Maria Pedregal,Confirmado,2023-04-17 00:00:00,2023-04-20,126,25,Forum
Facundo Gonzales,Confirmado,2023-04-17 00:00:00,2023-04-20,127,26,Forum
Tatiana Pedregal,Confirmado,2023-04-17 00:00:00,2023-04-19,128,27,Forum
Carla Gonzales,Confirmado,2023-04-18 00:00:00,2023-04-19,16,1,Pacha
Belen Pedregal,Confirmado,2023-04-18 00:00:00,2023-04-19,18,3,Pacha
Bruno Jimenez,Confirmado,2023-04-18 00:00:00,2023-04-22,19,4,Pacha
Enrique Martines,Confirmado,2023-04-18 00:00:00,2023-04-21,21,6,Pacha
Pedro Alonso,Confirmado,2023-04-18 00:00:00,2023-04-19,25,10,Pacha
Maria Jimenez,Confirmado,2023-04-18 00:00:00,2023-04-20,26,11,Pacha
Fausto Jimenez,Confirmado,2023-04-18 00:00:00,2023-04-21,27,12,Pacha
Enrique Garcia,Confirmado,2023-04-18 00:00:00,2023-04-19,32,17,Pacha
Bruno Diaz,Confirmado,2023-04-18 00:00:00,2023-04-19,58,1,Zouk Boulevard
Maria Lopez,Confirmado,2023-04-18 00:00:00,2023-04-20,58,1,Zouk Boulevard
Enrique Gonzales,Confirmado,2023-04-18 00:00:00,2023-04-20,59,2,Zouk Boulevard
Rodrigo Diaz,Confirmado,2023-04-18 00:00:00,2023-04-21,59,2,Zouk Boulevard
Bruno Castillo,Confirmado,2023-04-18 00:00:00,2023-04-22,59,2,Zouk Boulevard
Facundo Ramirez,Confirmado,2023-04-18 00:00:00,2023-04-21,61,4,Zouk Boulevard
Bruno Alonso,Confirmado,2023-04-18 00:00:00,2023-04-20,65,8,Zouk Boulevard
Facundo Gonzales,Confirmado,2023-04-18 00:00:00,2023-04-21,67,10,Zouk Boulevard
Bruno Gonzales,Confirmado,2023-04-18 00:00:00,2023-04-19,68,11,Zouk Boulevard
Pedro Jimenez,Confirmado,2023-04-18 00:00:00,2023-04-19,69,12,Zouk Boulevard
Tatiana Garcia,Confirmado,2023-04-18 00:00:00,2023-04-21,70,13,Zouk Boulevard
Rodrigo Gonzales,Confirmado,2023-04-18 00:00:00,2023-04-22,71,14,Zouk Boulevard
Carlos Torres,Confirmado,2023-04-18 00:00:00,2023-04-21,73,16,Zouk Boulevard
Carla Pedregal,Confirmado,2023-04-18 00:00:00,2023-04-21,75,18,Zouk Boulevard
Belen Castillo,Confirmado,2023-04-18 00:00:00,2023-04-22,75,18,Zouk Boulevard
Alejandro Pedregal,Confirmado,2023-04-18 00:00:00,2023-04-19,76,19,Zouk Boulevard
Carlos Pedregal,Confirmado,2023-04-18 00:00:00,2023-04-20,76,19,Zouk Boulevard
Bruno Jimenez,Confirmado,2023-04-18 00:00:00,2023-04-21,76,19,Zouk Boulevard
Pedro Pedregal,Confirmado,2023-04-18 00:00:00,2023-04-21,77,20,Zouk Boulevard
Carla Torres,Confirmado,2023-04-18 00:00:00,2023-04-20,105,4,Forum
Fausto Garcia,Confirmado,2023-04-18 00:00:00,2023-04-21,106,5,Forum
Belen Martines,Confirmado,2023-04-18 00:00:00,2023-04-19,107,6,Forum
Julio Perez,Confirmado,2023-04-18 00:00:00,2023-04-21,107,6,Forum
Facundo Sanchez,Confirmado,2023-04-18 00:00:00,2023-04-21,108,7,Forum
Tatiana Garcia,Confirmado,2023-04-18 00:00:00,2023-04-19,111,10,Forum
Pedro Pedregal,Confirmado,2023-04-18 00:00:00,2023-04-22,112,11,Forum
Facundo Gonzales,Confirmado,2023-04-18 00:00:00,2023-04-21,113,12,Forum
Rodrigo Gonzales,Confirmado,2023-04-18 00:00:00,2023-04-20,116,15,Forum
Julio Lopez,Confirmado,2023-04-18 00:00:00,2023-04-19,117,16,Forum
Maria Jimenez,Confirmado,2023-04-18 00:00:00,2023-04-22,119,18,Forum
Facundo Perez,Confirmado,2023-04-18 00:00:00,2023-04-21,120,19,Forum
Enrique Martines,Confirmado,2023-04-18 00:00:00,2023-04-20,121,20,Forum
Rodrigo Gonzales,Confirmado,2023-04-18 00:00:00,2023-04-21,122,21,Forum
Carlos Lopez,Confirmado,2023-04-18 00:00:00,2023-04-19,124,23,Forum
Julio Ramirez,Confirmado,2023-04-18 00:00:00,2023-04-20,128,27,Forum
Tatiana Pedregal,Confirmado,2023-04-19 00:00:00,2023-04-21,18,3,Pacha
Fausto Garcia,Cancelado,2023-04-19 00:00:00,2023-04-21,20,5,Pacha
Carlos Pedregal,Confirmado,2023-04-19 00:00:00,2023-04-20,21,6,Pacha
Alejandro Lopez,Confirmado,2023-04-19 00:00:00,2023-04-22,21,6,Pacha
Rodrigo Perez,Confirmado,2023-04-19 00:00:00,2023-04-22,25,10,Pacha
Rodrigo Fernandez,Confirmado,2023-04-19 00:00:00,2023-04-22,27,12,Pacha
Carlos Torres,Confirmado,2023-04-19 00:00:00,2023-04-22,28,13,Pacha
Julio Garcia,Confirmado,2023-04-19 00:00:00,2023-04-20,30,15,Pacha
Facundo Perez,Confirmado,2023-04-19 00:00:00,2023-04-22,31,16,Pacha
Bruno Jimenez,Confirmado,2023-04-19 00:00:00,2023-04-21,32,17,Pacha
Maria Castillo,Confirmado,2023-04-19 00:00:00,2023-04-22,32,17,Pacha
Rodrigo Garcia,Confirmado,2023-04-19 00:00:00,2023-04-20,61,4,Zouk Boulevard
Tatiana Sanchez,Confirmado,2023-04-19 00:00:00,2023-04-22,67,10,Zouk Boulevard
Bruno Alonso,Confirmado,2023-04-19 00:00:00,2023-04-22,69,12,Zouk Boulevard
Rodrigo Sanchez,Confirmado,2023-04-19 00:00:00,2023-04-22,70,13,Zouk Boulevard
Facundo Perez,Confirmado,2023-04-19 00:00:00,2023-04-20,75,18,Zouk Boulevard
Maria Diaz,Confirmado,2023-04-19 00:00:00,2023-04-20,103,2,Forum
Carla Pedregal,Confirmado,2023-04-19 00:00:00,2023-04-20,104,3,Forum
Rodrigo Gonzales,Confirmado,2023-04-19 00:00:00,2023-04-22,106,5,Forum
Rodrigo Lopez,Confirmado,2023-04-19 00:00:00,2023-04-20,108,7,Forum
Bruno Martines,Cancelado,2023-04-19 00:00:00,2023-04-20,109,8,Forum
Maria Fernandez,Confirmado,2023-04-19 00:00:00,2023-04-21,109,8,Forum
Enrique Garcia,Confirmado,2023-04-19 00:00:00,2023-04-21,111,10,Forum
Maria Perez,Confirmado,2023-04-19 00:00:00,2023-04-20,113,12,Forum
Enrique Diaz,Confirmado,2023-04-19 00:00:00,2023-04-21,114,13,Forum
Rodrigo Lopez,Confirmado,2023-04-19 00:00:00,2023-04-20,115,14,Forum
Carla Fernandez,Confirmado,2023-04-19 00:00:00,2023-04-20,117,16,Forum
Maria Diaz,Confirmado,2023-04-19 00:00:00,2023-04-21,117,16,Forum
Rodrigo Gonzales,Confirmado,2023-04-19 00:00:00,2023-04-21,121,20,Forum
Julio Perez,Confirmado,2023-04-19 00:00:00,2023-04-22,126,25,Forum
Bruno Castillo,Confirmado,2023-04-19 00:00:00,2023-04-21,127,26,Forum
Facundo Sanchez,Confirmado,2023-04-20 00:00:00,2023-04-21,26,11,Pacha
Rodrigo Lopez,Confirmado,2023-04-20 00:00:00,2023-04-21,29,14,Pacha
Tatiana Sanchez,Confirmado,2023-04-20 00:00:00,2023-04-21,31,16,Pacha
Facundo Perez,Confirmado,2023-04-20 00:00:00,2023-04-21,60,3,Zouk Boulevard
Carla Diaz,Confirmado,2023-04-20 00:00:00,2023-04-22,61,4,Zouk Boulevard
Julio Perez,Confirmado,2023-04-20 00:00:00,2023-04-22,65,8,Zouk Boulevard
Maria Pedregal,Confirmado,2023-04-20 00:00:00,2023-04-21,71,14,Zouk Boulevard
Rodrigo Sanchez,Confirmado,2023-04-20 00:00:00,2023-04-22,72,15,Zouk Boulevard
Bruno Diaz,Confirmado,2023-04-20 00:00:00,2023-04-21,74,17,Zouk Boulevard
Juan Diaz,Confirmado,2023-04-20 00:00:00,2023-04-21,105,4,Forum
Bruno Fernandez,Confirmado,2023-04-20 00:00:00,2023-04-21,112,11,Forum
Pedro Jimenez,Confirmado,2023-04-20 00:00:00,2023-04-21,119,18,Forum
Belen Castillo,Cancelado,2023-04-20 00:00:00,2023-04-22,120,19,Forum
Juan Fernandez,Confirmado,2023-04-20 00:00:00,2023-04-22,121,20,Forum
Alejandro Jimenez,Confirmado,2023-04-20 00:00:00,2023-04-21,125,24,Forum
Pedro Alonso,Confirmado,2023-04-20 00:00:00,2023-04-21,128,27,Forum
Alejandro Lopez,Confirmado,2023-04-21 00:00:00,2023-04-22,16,1,Pacha
Rodrigo Lopez,Confirmado,2023-04-21 00:00:00,2023-04-22,20,5,Pacha
Facundo Gonzales,Cancelado,2023-04-21 00:00:00,2023-04-22,29,14,Pacha
Bruno Jimenez,Confirmado,2023-04-21 00:00:00,2023-04-22,30,15,Pacha
Bruno Jimenez,Confirmado,2023-04-21 00:00:00,2023-04-22,66,9,Zouk Boulevard
Bruno Castillo,Confirmado,2023-04-21 00:00:00,2023-04-22,74,17,Zouk Boulevard
Julio Ramirez,Confirmado,2023-04-21 00:00:00,2023-04-22,77,20,Zouk Boulevard
Carlos Pedregal,Confirmado,2023-04-21 00:00:00,2023-04-22,102,1,Forum
Rodrigo Martines,Confirmado,2023-04-21 00:00:00,2023-04-22,103,2,Forum
Carlos Pedregal,Confirmado,2023-04-21 00:00:00,2023-04-22,105,4,Forum
Belen Alonso,Confirmado,2023-04-21 00:00:00,2023-04-22,109,8,Forum
Tatiana Pedregal,Confirmado,2023-04-21 00:00:00,2023-04-22,115,14,Forum
Belen Pedregal,Confirmado,2023-04-21 00:00:00,2023-04-22,124,23,Forum
Juan Diaz,Confirmado,2023-04-21 00:00:00,2023-04-22,125,24,Forum
Rodrigo Sanchez,Confirmado,2023-04-21 00:00:00,2023-04-22,127,26,Forum
Julio Perez,Confirmado,2023-04-21 00:00:00,2023-04-22,128,27,Forum
Rodrigo Diaz,Confirmado,2023-04-23 00:00:00,2023-04-28,16,1,Pacha
Maria Pedregal,Confirmado,2023-04-23 00:00:00,2023-04-29,16,1,Pacha
Maria Castillo,Confirmado,2023-04-23 00:00:00,2023-04-27,17,2,Pacha
Juan Fernandez,Confirmado,2023-04-23 00:00:00,2023-04-25,18,3,Pacha
Julio Perez,Confirmado,2023-04-23 00:00:00,2023-04-25,19,4,Pacha
Bruno Diaz,Confirmado,2023-04-23 00:00:00,2023-04-25,20,5,Pacha
Enrique Martines,Confirmado,2023-04-23 00:00:00,2023-04-27,20,5,Pacha
Julio Perez,Confirmado,2023-04-23 00:00:00,2023-04-25,25,10,Pacha
Carlos Pedregal,Confirmado,2023-04-23 00:00:00,2023-04-27,25,10,Pacha
Julio Fernandez,Confirmado,2023-04-23 00:00:00,2023-04-25,26,11,Pacha
Rodrigo Garcia,Confirmado,2023-04-23 00:00:00,2023-04-26,28,13,Pacha
Julio Fernandez,Confirmado,2023-04-23 00:00:00,2023-04-25,29,14,Pacha
Rodrigo Alonso,Confirmado,2023-04-23 00:00:00,2023-04-26,29,14,Pacha
Maria Fernandez,Confirmado,2023-04-23 00:00:00,2023-04-27,29,14,Pacha
Maria Castillo,Confirmado,2023-04-23 00:00:00,2023-04-29,29,14,Pacha
Belen Martines,Confirmado,2023-04-23 00:00:00,2023-04-24,30,15,Pacha
Maria Castillo,Confirmado,2023-04-23 00:00:00,2023-04-24,31,16,Pacha
Maria Sanchez,Confirmado,2023-04-23 00:00:00,2023-04-25,31,16,Pacha
Maria Pedregal,Confirmado,2023-04-23 00:00:00,2023-04-26,31,16,Pacha
Maria Pedregal,Confirmado,2023-04-23 00:00:00,2023-04-28,31,16,Pacha
Carlos Perez,Confirmado,2023-04-23 00:00:00,2023-04-29,31,16,Pacha
Belen Alonso,Confirmado,2023-04-23 00:00:00,2023-04-24,32,17,Pacha
Pedro Alonso,Confirmado,2023-04-23 00:00:00,2023-04-28,32,17,Pacha
Rodrigo Garcia,Confirmado,2023-04-23 00:00:00,2023-04-29,32,17,Pacha
Rodrigo Martines,Confirmado,2023-04-23 00:00:00,2023-04-24,59,2,Zouk Boulevard
Julio Ramirez,Confirmado,2023-04-23 00:00:00,2023-04-26,59,2,Zouk Boulevard
