cliente,estado,fechaHora,fecha,idMesa,discoteca
Bruno Gonzales,Confirmado,2023-01-15 00:00:00,2023-01-16,125,Forum
Maria Jimenez,Confirmado,2023-01-15 00:00:00,2023-01-18,126,Forum
Carla Diaz,Confirmado,2023-01-15 00:00:00,2023-01-16,127,Forum
Rodrigo Garcia,Confirmado,2023-01-15 00:00:00,2023-01-17,127,Forum
Rodrigo Fernandez,Confirmado,2023-01-15 00:00:00,2023-01-19,127,Forum
Bruno Alonso,Confirmado,2023-01-15 00:00:00,2023-01-18,128,Forum
Rodrigo Alonso,Confirmado,2023-01-16 00:00:00,2023-01-17,3,Malegria
Rodrigo Diaz,Confirmado,2023-01-16 00:00:00,2023-01-17,4,Malegria
Pedro Gonzales,Confirmado,2023-01-16 00:00:00,2023-01-18,9,Malegria
Carlos Lopez,Confirmado,2023-01-16 00:00:00,2023-01-20,9,Malegria
Belen Pedregal,Confirmado,2023-01-16 00:00:00,2023-01-18,12,Malegria
Facundo Sanchez,Confirmado,2023-01-16 00:00:00,2023-01-20,12,Malegria
Maria Jimenez,Confirmado,2023-01-16 00:00:00,2023-01-20,14,Malegria
Belen Diaz,Confirmado,2023-01-16 00:00:00,2023-01-19,15,Malegria
Enrique Garcia,Confirmado,2023-01-16 00:00:00,2023-01-20,15,Malegria
Maria Jimenez,Confirmado,2023-01-16 00:00:00,2023-01-17,21,Pacha
Tatiana Fernandez,Confirmado,2023-01-16 00:00:00,2023-01-21,21,Pacha
Belen Alonso,Confirmado,2023-01-16 00:00:00,2023-01-18,25,Pacha
Bruno Diaz,Confirmado,2023-01-16 00:00:00,2023-01-19,26,Pacha
Bruno Castillo,Confirmado,2023-01-16 00:00:00,2023-01-20,26,Pacha
Rodrigo Gonzales,Confirmado,2023-01-16 00:00:00,2023-01-17,29,Pacha
Maria Torres,Confirmado,2023-01-16 00:00:00,2023-01-17,30,Pacha
Carlos Pedregal,Confirmado,2023-01-16 00:00:00,2023-01-19,30,Pacha
Enrique Lopez,Confirmado,2023-01-16 00:00:00,2023-01-20,30,Pacha
Tatiana Fernandez,Confirmado,2023-01-16 00:00:00,2023-01-17,31,Pacha
Carlos Lopez,Confirmado,2023-01-16 00:00:00,2023-01-17,58,Zouk Boulevard
Bruno Diaz,Confirmado,2023-01-16 00:00:00,2023-01-18,58,Zouk Boulevard
Alejandro Pedregal,Cancelado,2023-01-16 00:00:00,2023-01-19,58,Zouk Boulevard
Enrique Garcia,Confirmado,2023-01-16 00:00:00,2023-01-20,59,Zouk Boulevard
Belen Martines,Cancelado,2023-01-16 00:00:00,2023-01-18,66,Zouk Boulevard
Rodrigo Lopez,Confirmado,2023-01-16 00:00:00,2023-01-17,67,Zouk Boulevard
Maria Sanchez,Confirmado,2023-01-16 00:00:00,2023-01-17,69,Zouk Boulevard
Carlos Lopez,Confirmado,2023-01-16 00:00:00,2023-01-18,69,Zouk Boulevard
Julio Perez,Confirmado,2023-01-16 00:00:00,2023-01-20,71,Zouk Boulevard
Fausto Garcia,Confirmado,2023-01-16 00:00:00,2023-01-17,72,Zouk Boulevard
Fausto Garcia,Confirmado,2023-01-16 00:00:00,2023-01-19,72,Zouk Boulevard
Rodrigo Pedregal,Confirmado,2023-01-16 00:00:00,2023-01-21,72,Zouk Boulevard
Maria Sanchez,Confirmado,2023-01-16 00:00:00,2023-01-18,73,Zouk Boulevard
Rodrigo Gonzales,Confirmado,2023-01-16 00:00:00,2023-01-19,73,Zouk Boulevard
Facundo Perez,Confirmado,2023-01-16 00:00:00,2023-01-21,74,Zouk Boulevard
Bruno Castillo,Confirmado,2023-01-16 00:00:00,2023-01-19,76,Zouk Boulevard
Carla Sanchez,Confirmado,2023-01-16 00:00:00,2023-01-20,76,Zouk Boulevard
Julio Fernandez,Confirmado,2023-01-16 00:00:00,2023-01-17,77,Zouk Boulevard
Belen Alonso,Confirmado,2023-01-16 00:00:00,2023-01-20,104,Forum
Maria Castillo,Confirmado,2023-01-16 00:00:00,2023-01-19,109,Forum
Bruno Castillo,Confirmado,2023-01-16 00:00:00,2023-01-21,109,Forum
Carlos Pedregal,Confirmado,2023-01-16 00:00:00,2023-01-19,111,Forum
Carla Sanchez,Confirmado,2023-01-16 00:00:00,2023-01-21,111,Forum
Pedro Alonso,Confirmado,2023-01-16 00:00:00,2023-01-19,112,Forum
Rodrigo Lopez,Confirmado,2023-01-16 00:00:00,2023-01-19,113,Forum
Maria Pedregal,Confirmado,2023-01-16 00:00:00,2023-01-17,114,Forum
Tatiana Garcia,Confirmado,2023-01-16 00:00:00,2023-01-21,114,Forum
Maria Fernandez,Confirmado,2023-01-16 00:00:00,2023-01-17,116,Forum
Rodrigo Diaz,Confirmado,2023-01-16 00:00:00,2023-01-19,116,Forum
Bruno Diaz,Confirmado,2023-01-16 00:00:00,2023-01-18,117,Forum
Alejandro Torres,Confirmado,2023-01-16 00:00:00,2023-01-17,119,Forum
Julio Ramirez,Confirmado,2023-01-16 00:00:00,2023-01-21,122,Forum
Tatiana Garcia,Confirmado,2023-01-16 00:00:00,2023-01-21,123,Forum
Belen Diaz,Confirmado,2023-01-16 00:00:00,2023-01-20,124,Forum
Carla Pedregal,Confirmado,2023-01-16 00:00:00,2023-01-21,124,Forum
Juan Fernandez,Confirmado,2023-01-16 00:00:00,2023-01-17,125,Forum
Bruno Jimenez,Confirmado,2023-01-16 00:00:00,2023-01-19,125,Forum
Pedro Garcia,Confirmado,2023-01-16 00:00:00,2023-01-20,127,Forum
Alejandro Lopez,Cancelado,2023-01-16 00:00:00,2023-01-17,128,Forum
Alejandro Torres,Confirmado,2023-01-16 00:00:00,2023-01-19,128,Forum
Juan Diaz,Confirmado,2023-01-17 00:00:00,2023-01-19,1,Malegria
Alejandro Torres,Confirmado,2023-01-17 00:00:00,2023-01-19,2,Malegria
Belen Martines,Confirmado,2023-01-17 00:00:00,2023-01-20,8,Malegria
Tatiana Sanchez,Confirmado,2023-01-17 00:00:00,2023-01-21,9,Malegria
Maria Lopez,Confirmado,2023-01-17 00:00:00,2023-01-19,13,Malegria
Belen Martines,Confirmado,2023-01-17 00:00:00,2023-01-19,14,Malegria
Tatiana Garcia,Confirmado,2023-01-17 00:00:00,2023-01-19,17,Pacha
Belen Alonso,Confirmado,2023-01-17 00:00:00,2023-01-19,18,Pacha
Rodrigo Lopez,Confirmado,2023-01-17 00:00:00,2023-01-20,18,Pacha
Pedro Martines,Confirmado,2023-01-17 00:00:00,2023-01-19,19,Pacha
Maria Jimenez,Confirmado,2023-01-17 00:00:00,2023-01-21,19,Pacha
Maria Castillo,Confirmado,2023-01-17 00:00:00,2023-01-19,25,Pacha
Rodrigo Fernandez,Confirmado,2023-01-17 00:00:00,2023-01-21,25,Pacha
Rodrigo Garcia,Confirmado,2023-01-17 00:00:00,2023-01-21,26,Pacha
Maria Perez,Confirmado,2023-01-17 00:00:00,2023-01-18,27,Pacha
Maria Pedregal,Cancelado,2023-01-17 00:00:00,2023-01-19,28,Pacha
Rodrigo Garcia,Confirmado,2023-01-17 00:00:00,2023-01-20,28,Pacha
Bruno Jimenez,Cancelado,2023-01-17 00:00:00,2023-01-21,28,Pacha
Rodrigo Martines,Confirmado,2023-01-17 00:00:00,2023-01-21,30,Pacha
Bruno Alonso,Confirmado,2023-01-17 00:00:00,2023-01-18,31,Pacha
Pedro Pedregal,Confirmado,2023-01-17 00:00:00,2023-01-18,59,Zouk Boulevard
Carla Alonso,Confirmado,2023-01-17 00:00:00,2023-01-19,59,Zouk Boulevard
Facundo Gonzales,Confirmado,2023-01-17 00:00:00,2023-01-21,59,Zouk Boulevard
Maria Pedregal,Confirmado,2023-01-17 00:00:00,2023-01-20,61,Zouk Boulevard
Rodrigo Martines,Confirmado,2023-01-17 00:00:00,2023-01-19,65,Zouk Boulevard
Julio Perez,Confirmado,2023-01-17 00:00:00,2023-01-21,66,Zouk Boulevard
Facundo Perez,Confirmado,2023-01-17 00:00:00,2023-01-19,67,Zouk Boulevard
Carlos Lopez,Confirmado,2023-01-17 00:00:00,2023-01-20,69,Zouk Boulevard
Enrique Diaz,Confirmado,2023-01-17 00:00:00,2023-01-21,69,Zouk Boulevard
Carlos Pedregal,Confirmado,2023-01-17 00:00:00,2023-01-19,70,Zouk Boulevard
Bruno Castillo,Confirmado,2023-01-17 00:00:00,2023-01-19,71,Zouk Boulevard
Facundo Perez,Confirmado,2023-01-17 00:00:00,2023-01-21,71,Zouk Boulevard
Belen Diaz,Confirmado,2023-01-17 00:00:00,2023-01-20,72,Zouk Boulevard
Pedro Sanchez,Confirmado,2023-01-17 00:00:00,2023-01-19,74,Zouk Boulevard
Carlos Lopez,Confirmado,2023-01-17 00:00:00,2023-01-18,77,Zouk Boulevard
Tatiana Pedregal,Confirmado,2023-01-17 00:00:00,2023-01-19,77,Zouk Boulevard
Bruno Martines,Confirmado,2023-01-17 00:00:00,2023-01-20,106,Forum
Rodrigo Martines,Confirmado,2023-01-17 00:00:00,2023-01-19,107,Forum
Carlos Pedregal,Cancelado,2023-01-17 00:00:00,2023-01-20,107,Forum
Maria Fernandez,Confirmado,2023-01-17 00:00:00,2023-01-18,108,Forum
Bruno Gonzales,Confirmado,2023-01-17 00:00:00,2023-01-19,110,Forum
Facundo Gonzales,Confirmado,2023-01-17 00:00:00,2023-01-20,110,Forum
Maria Torres,Confirmado,2023-01-17 00:00:00,2023-01-18,113,Forum
Facundo Perez,Confirmado,2023-01-17 00:00:00,2023-01-21,113,Forum
Carlos Lopez,Cancelado,2023-01-17 00:00:00,2023-01-19,115,Forum
Maria Perez,Confirmado,2023-01-17 00:00:00,2023-01-18,116,Forum
Belen Alonso,Confirmado,2023-01-17 00:00:00,2023-01-20,120,Forum
Facundo Sanchez,Confirmado,2023-01-17 00:00:00,2023-01-18,123,Forum
Carla Fernandez,Confirmado,2023-01-17 00:00:00,2023-01-20,126,Forum
Belen Garcia,Confirmado,2023-01-17 00:00:00,2023-01-20,128,Forum
Rodrigo Perez,Confirmado,2023-01-18 00:00:00,2023-01-20,1,Malegria
Tatiana Martines,Confirmado,2023-01-18 00:00:00,2023-01-19,3,Malegria
Alejandro Pedregal,Confirmado,2023-01-18 00:00:00,2023-01-21,3,Malegria
Belen Alonso,Confirmado,2023-01-18 00:00:00,2023-01-19,4,Malegria
Maria Martines,Confirmado,2023-01-18 00:00:00,2023-01-20,4,Malegria
Rodrigo Garcia,Confirmado,2023-01-18 00:00:00,2023-01-20,10,Malegria
Maria Lopez,Confirmado,2023-01-18 00:00:00,2023-01-20,11,Malegria
Alejandro Lopez,Confirmado,2023-01-18 00:00:00,2023-01-19,12,Malegria
Belen Garcia,Confirmado,2023-01-18 00:00:00,2023-01-20,13,Malegria
Julio Perez,Confirmado,2023-01-18 00:00:00,2023-01-21,13,Malegria
Juan Diaz,Confirmado,2023-01-18 00:00:00,2023-01-20,16,Pacha
Julio Fernandez,Confirmado,2023-01-18 00:00:00,2023-01-21,17,Pacha
Maria Pedregal,Confirmado,2023-01-18 00:00:00,2023-01-21,20,Pacha
Maria Diaz,Confirmado,2023-01-18 00:00:00,2023-01-19,21,Pacha
Belen Castillo,Confirmado,2023-01-18 00:00:00,2023-01-19,27,Pacha
Belen Alonso,Confirmado,2023-01-18 00:00:00,2023-01-21,27,Pacha
Juan Fernandez,Confirmado,2023-01-18 00:00:00,2023-01-21,29,Pacha
Fausto Jimenez,Confirmado,2023-01-18 00:00:00,2023-01-19,31,Pacha
Enrique Martines,Confirmado,2023-01-18 00:00:00,2023-01-20,58,Zouk Boulevard
Rodrigo Sanchez,Confirmado,2023-01-18 00:00:00,2023-01-19,61,Zouk Boulevard
Pedro Martines,Confirmado,2023-01-18 00:00:00,2023-01-20,65,Zouk Boulevard
Facundo Sanchez,Confirmado,2023-01-18 00:00:00,2023-01-21,65,Zouk Boulevard
Juan Fernandez,Cancelado,2023-01-18 00:00:00,2023-01-19,68,Zouk Boulevard
Facundo Gonzales,Confirmado,2023-01-18 00:00:00,2023-01-21,68,Zouk Boulevard
Maria Jimenez,Confirmado,2023-01-18 00:00:00,2023-01-20,75,Zouk Boulevard
Carlos Pedregal,Confirmado,2023-01-18 00:00:00,2023-01-21,77,Zouk Boulevard
Belen Garcia,Confirmado,2023-01-18 00:00:00,2023-01-19,102,Forum
Bruno Alonso,Confirmado,2023-01-18 00:00:00,2023-01-21,102,Forum
Fausto Garcia,Confirmado,2023-01-18 00:00:00,2023-01-20,103,Forum
Fausto Jimenez,Confirmado,2023-01-18 00:00:00,2023-01-21,103,Forum
Belen Alonso,Cancelado,2023-01-18 00:00:00,2023-01-20,108,Forum
Bruno Jimenez,Confirmado,2023-01-18 00:00:00,2023-01-21,108,Forum
Rodrigo Pedregal,Cancelado,2023-01-18 00:00:00,2023-01-20,116,Forum
Bruno Diaz,Confirmado,2023-01-18 00:00:00,2023-01-19,121,Forum
Pedro Gonzales,Confirmado,2023-01-18 00:00:00,2023-01-21,121,Forum
Pedro Garcia,Confirmado,2023-01-18 00:00:00,2023-01-19,123,Forum
Enrique Lopez,Confirmado,2023-01-18 00:00:00,2023-01-21,125,Forum
Enrique Martines,Confirmado,2023-01-18 00:00:00,2023-01-19,126,Forum
Belen Alonso,Confirmado,2023-01-19 00:00:00,2023-01-21,1,Malegria
Rodrigo Sanchez,Confirmado,2023-01-19 00:00:00,2023-01-20,2,Malegria
Carla Diaz,Confirmado,2023-01-19 00:00:00,2023-01-21,4,Malegria
Tatiana Pedregal,Confirmado,2023-01-19 00:00:00,2023-01-20,7,Malegria
Alejandro Jimenez,Confirmado,2023-01-19 00:00:00,2023-01-21,7,Malegria
Fausto Garcia,Confirmado,2023-01-19 00:00:00,2023-01-21,12,Malegria
Pedro Garcia,Confirmado,2023-01-19 00:00:00,2023-01-21,15,Malegria
Juan Fernandez,Confirmado,2023-01-19 00:00:00,2023-01-21,16,Pacha
Maria Martines,Confirmado,2023-01-19 00:00:00,2023-01-21,18,Pacha
Rodrigo Pedregal,Confirmado,2023-01-19 00:00:00,2023-01-20,19,Pacha
Maria Pedregal,Confirmado,2023-01-19 00:00:00,2023-01-20,21,Pacha
Rodrigo Garcia,Confirmado,2023-01-19 00:00:00,2023-01-20,27,Pacha
Carla Diaz,Confirmado,2023-01-19 00:00:00,2023-01-20,29,Pacha
Julio Garcia,Confirmado,2023-01-19 00:00:00,2023-01-21,60,Zouk Boulevard
Maria Pedregal,Confirmado,2023-01-19 00:00:00,2023-01-21,61,Zouk Boulevard
Maria Jimenez,Confirmado,2023-01-19 00:00:00,2023-01-20,67,Zouk Boulevard
Tatiana Pedregal,Confirmado,2023-01-19 00:00:00,2023-01-21,67,Zouk Boulevard
Julio Garcia,Confirmado,2023-01-19 00:00:00,2023-01-21,70,Zouk Boulevard
Belen Garcia,Confirmado,2023-01-19 00:00:00,2023-01-20,73,Zouk Boulevard
Alejandro Jimenez,Confirmado,2023-01-19 00:00:00,2023-01-20,74,Zouk Boulevard
Tatiana Pedregal,Confirmado,2023-01-19 00:00:00,2023-01-21,75,Zouk Boulevard
Enrique Diaz,Confirmado,2023-01-19 00:00:00,2023-01-20,77,Zouk Boulevard
Rodrigo Lopez,Confirmado,2023-01-19 00:00:00,2023-01-20,105,Forum
Bruno Fernandez,Confirmado,2023-01-19 00:00:00,2023-01-21,106,Forum
Maria Castillo,Confirmado,2023-01-19 00:00:00,2023-01-21,110,Forum
Pedro Pedregal,Confirmado,2023-01-19 00:00:00,2023-01-20,111,Forum
Carla Fernandez,Confirmado,2023-01-19 00:00:00,2023-01-20,113,Forum
Rodrigo Martines,Confirmado,2023-01-19 00:00:00,2023-01-20,115,Forum
Tatiana Martines,Confirmado,2023-01-19 00:00:00,2023-01-20,117,Forum
Pedro Gonzales,Confirmado,2023-01-19 00:00:00,2023-01-20,118,Forum
Enrique Lopez,Confirmado,2023-01-19 00:00:00,2023-01-21,118,Forum
Bruno Castillo,Confirmado,2023-01-19 00:00:00,2023-01-20,121,Forum
Tatiana Pedregal,Confirmado,2023-01-19 00:00:00,2023-01-20,125,Forum
Maria Castillo,Confirmado,2023-01-19 00:00:00,2023-01-21,126,Forum
Pedro Alonso,Confirmado,2023-01-19 00:00:00,2023-01-21,127,Forum
Carla Sanchez,Confirmado,2023-01-20 00:00:00,2023-01-21,8,Malegria
Rodrigo Sanchez,Confirmado,2023-01-20 00:00:00,2023-01-21,11,Malegria
Belen Diaz,Confirmado,2023-01-20 00:00:00,2023-01-21,76,Zouk Boulevard
Maria Pedregal,Confirmado,2023-01-20 00:00:00,2023-01-21,107,Forum
Maria Jimenez,Confirmado,2023-01-20 00:00:00,2023-01-21,112,Forum
Rodrigo Perez,Confirmado,2023-01-20 00:00:00,2023-01-21,116,Forum
Belen Castillo,Confirmado,2023-01-20 00:00:00,2023-01-21,117,Forum
Maria Castillo,Confirmado,2023-01-20 00:00:00,2023-01-21,119,Forum
Enrique Gonzales,Confirmado,2023-01-20 00:00:00,2023-01-21,120,Forum
Bruno Jimenez,Confirmado,2023-01-20 00:00:00,2023-01-21,128,Forum
Bruno Gonzales,Confirmado,2023-01-22 00:00:00,2023-01-26,1,Malegria
Maria Diaz,Confirmado,2023-01-22 00:00:00,2023-01-27,1,Malegria
Tatiana Pedregal,Confirmado,2023-01-22 00:00:00,2023-01-24,3,Malegria
Carla Sanchez,Confirmado,2023-01-22 00:00:00,2023-01-25,3,Malegria
Tatiana Pedregal,Confirmado,2023-01-22 00:00:00,2023-01-23,4,Malegria
Fausto Garcia,Confirmado,2023-01-22 00:00:00,2023-01-24,4,Malegria
Pedro Sanchez,Confirmado,2023-01-22 00:00:00,2023-01-26,4,Malegria
Belen Garcia,Confirmado,2023-01-22 00:00:00,2023-01-28,4,Malegria
Carla Diaz,Confirmado,2023-01-22 00:00:00,2023-01-23,7,Malegria
Carlos Torres,Confirmado,2023-01-22 00:00:00,2023-01-25,7,Malegria
Facundo Gonzales,Confirmado,2023-01-22 00:00:00,2023-01-27,8,Malegria
Enrique Perez,Confirmado,2023-01-22 00:00:00,2023-01-26,9,Malegria
Tatiana Pedregal,Confirmado,2023-01-22 00:00:00,2023-01-27,10,Malegria
Bruno Jimenez,Cancelado,2023-01-22 00:00:00,2023-01-23,12,Malegria
Rodrigo Lopez,Confirmado,2023-01-22 00:00:00,2023-01-26,13,Malegria
Belen Castillo,Confirmado,2023-01-22 00:00:00,2023-01-23,14,Malegria
Rodrigo Pedregal,Confirmado,2023-01-22 00:00:00,2023-01-26,14,Malegria
Maria Fernandez,Confirmado,2023-01-22 00:00:00,2023-01-23,15,Malegria
Belen Castillo,Confirmado,2023-01-22 00:00:00,2023-01-26,17,Pacha
Rodrigo Diaz,Confirmado,2023-01-22 00:00:00,2023-01-22,18,Pacha
Bruno Diaz,Confirmado,2023-01-22 00:00:00,2023-01-27,18,Pacha
Maria Castillo,Confirmado,2023-01-22 00:00:00,2023-01-28,25,Pacha
Rodrigo Gonzales,Confirmado,2023-01-22 00:00:00,2023-01-23,27,Pacha
Carlos Pedregal,Confirmado,2023-01-22 00:00:00,2023-01-27,28,Pacha
Maria Pedregal,Confirmado,2023-01-22 00:00:00,2023-01-23,29,Pacha
Maria Martines,Confirmado,2023-01-22 00:00:00,2023-01-25,29,Pacha
Bruno Gonzales,Confirmado,2023-01-22 00:00:00,2023-01-27,29,Pacha
Carlos Pedregal,Confirmado,2023-01-22 00:00:00,2023-01-25,31,Pacha
Fausto Jimenez,Confirmado,2023-01-22 00:00:00,2023-01-26,31,Pacha
Carla Diaz,Confirmado,2023-01-22 00:00:00,2023-01-26,32,Pacha
Facundo Perez,Confirmado,2023-01-22 00:00:00,2023-01-23,58,Zouk Boulevard
Tatiana Martines,Confirmado,2023-01-22 00:00:00,2023-01-22,59,Zouk Boulevard
Facundo Ramirez,Confirmado,2023-01-22 00:00:00,2023-01-23,59,Zouk Boulevard
Maria Jimenez,Cancelado,2023-01-22 00:00:00,2023-01-23,60,Zouk Boulevard
Facundo Perez,Confirmado,2023-01-22 00:00:00,2023-01-23,66,Zouk Boulevard
Julio Ramirez,Confirmado,2023-01-22 00:00:00,2023-01-24,66,Zouk Boulevard
Julio Ramirez,Confirmado,2023-01-22 00:00:00,2023-01-27,66,Zouk Boulevard
Juan Diaz,Confirmado,2023-01-22 00:00:00,2023-01-27,68,Zouk Boulevard
Carla Pedregal,Confirmado,2023-01-22 00:00:00,2023-01-22,69,Zouk Boulevard
Pedro Garcia,Confirmado,2023-01-22 00:00:00,2023-01-25,69,Zouk Boulevard
Rodrigo Alonso,Confirmado,2023-01-22 00:00:00,2023-01-26,69,Zouk Boulevard
Enrique Diaz,Cancelado,2023-01-22 00:00:00,2023-01-27,69,Zouk Boulevard
Juan Garcia,Confirmado,2023-01-22 00:00:00,2023-01-24,70,Zouk Boulevard
Bruno Gonzales,Confirmado,2023-01-22 00:00:00,2023-01-25,70,Zouk Boulevard
Tatiana Garcia,Confirmado,2023-01-22 00:00:00,2023-01-27,70,Zouk Boulevard
Rodrigo Gonzales,Cancelado,2023-01-22 00:00:00,2023-01-22,71,Zouk Boulevard
Belen Castillo,Cancelado,2023-01-22 00:00:00,2023-01-28,71,Zouk Boulevard
Alejandro Pedregal,Confirmado,2023-01-22 00:00:00,2023-01-26,72,Zouk Boulevard
Bruno Alonso,Confirmado,2023-01-22 00:00:00,2023-01-23,73,Zouk Boulevard
Pedro Gonzales,Confirmado,2023-01-22 00:00:00,2023-01-25,74,Zouk Boulevard
Bruno Alonso,Confirmado,2023-01-22 00:00:00,2023-01-28,75,Zouk Boulevard
Maria Perez,Confirmado,2023-01-22 00:00:00,2023-01-24,76,Zouk Boulevard
Maria Perez,Confirmado,2023-01-22 00:00:00,2023-01-26,76,Zouk Boulevard
Tatiana Pedregal,Confirmado,2023-01-22 00:00:00,2023-01-27,76,Zouk Boulevard
Rodrigo Garcia,Confirmado,2023-01-22 00:00:00,2023-01-23,77,Zouk Boulevard
Pedro Martines,Confirmado,2023-01-22 00:00:00,2023-01-24,77,Zouk Boulevard
Facundo Perez,Confirmado,2023-01-22 00:00:00,2023-01-25,77,Zouk Boulevard
Pedro Gonzales,Confirmado,2023-01-22 00:00:00,2023-01-27,77,Zouk Boulevard
Rodrigo Sanchez,Confirmado,2023-01-22 00:00:00,2023-01-23,102,Forum
Belen Castillo,Confirmado,2023-01-22 00:00:00,2023-01-28,102,Forum
Tatiana Garcia,Confirmado,2023-01-22 00:00:00,2023-01-24,104,Forum
Tatiana Martines,Confirmado,2023-01-22 00:00:00,2023-01-26,104,Forum
Maria Pedregal,Confirmado,2023-01-22 00:00:00,2023-01-27,105,Forum
Carlos Pedregal,Confirmado,2023-01-22 00:00:00,2023-01-22,107,Forum
Rodrigo Diaz,Confirmado,2023-01-22 00:00:00,2023-01-22,108,Forum
Rodrigo Fernandez,Confirmado,2023-01-22 00:00:00,2023-01-23,110,Forum
Tatiana Pedregal,Confirmado,2023-01-22 00:00:00,2023-01-25,110,Forum
Facundo Sanchez,Confirmado,2023-01-22 00:00:00,2023-01-27,111,Forum
Rodrigo Gonzales,Confirmado,2023-01-22 00:00:00,2023-01-28,112,Forum
Facundo Gonzales,Confirmado,2023-01-22 00:00:00,2023-01-22,113,Forum
Rodrigo Alonso,Confirmado,2023-01-22 00:00:00,2023-01-23,113,Forum
Tatiana Garcia,Confirmado,2023-01-22 00:00:00,2023-01-24,113,Forum
Belen Alonso,Confirmado,2023-01-22 00:00:00,2023-01-26,114,Forum
Maria Castillo,Confirmado,2023-01-22 00:00:00,2023-01-27,114,Forum
Rodrigo Fernandez,Confirmado,2023-01-22 00:00:00,2023-01-23,115,Forum
Enrique Martines,Confirmado,2023-01-22 00:00:00,2023-01-23,117,Forum
Pedro Alonso,Confirmado,2023-01-22 00:00:00,2023-01-24,117,Forum
Maria Pedregal,Confirmado,2023-01-22 00:00:00,2023-01-23,118,Forum
Fausto Garcia,Cancelado,2023-01-22 00:00:00,2023-01-26,118,Forum
Tatiana Garcia,Confirmado,2023-01-22 00:00:00,2023-01-24,119,Forum
Juan Fernandez,Confirmado,2023-01-22 00:00:00,2023-01-24,120,Forum
Maria Pedregal,Confirmado,2023-01-22 00:00:00,2023-01-28,121,Forum
Carlos Pedregal,Cancelado,2023-01-22 00:00:00,2023-01-28,122,Forum
Enrique Diaz,Confirmado,2023-01-22 00:00:00,2023-01-25,123,Forum
Julio Perez,Confirmado,2023-01-22 00:00:00,2023-01-27,124,Forum
Tatiana Pedregal,Confirmado,2023-01-22 00:00:00,2023-01-23,125,Forum
Maria Pedregal,Confirmado,2023-01-22 00:00:00,2023-01-24,125,Forum
Enrique Diaz,Confirmado,2023-01-22 00:00:00,2023-01-25,125,Forum
Belen Diaz,Confirmado,2023-01-22 00:00:00,2023-01-27,125,Forum
Bruno Alonso,Confirmado,2023-01-22 00:00:00,2023-01-23,126,Forum
Maria Diaz,Confirmado,2023-01-22 00:00:00,2023-01-25,126,Forum
Belen Diaz,Confirmado,2023-01-22 00:00:00,2023-01-23,127,Forum
Juan Fernandez,Confirmado,2023-01-22 00:00:00,2023-01-25,127,Forum
Bruno Fernandez,Confirmado,2023-01-22 00:00:00,2023-01-27,127,Forum
Facundo Gonzales,Confirmado,2023-01-22 00:00:00,2023-01-28,127,Forum
Facundo Perez,Confirmado,2023-01-22 00:00:00,2023-01-25,128,Forum
Rodrigo Fernandez,Confirmado,2023-01-22 00:00:00,2023-01-28,128,Forum
Rodrigo Martines,Confirmado,2023-01-23 00:00:00,2023-01-26,3,Malegria
Enrique Martines,Confirmado,2023-01-23 00:00:00,2023-01-24,10,Malegria
Carla Torres,Confirmado,2023-01-23 00:00:00,2023-01-24,12,Malegria
Julio Fernandez,Confirmado,2023-01-23 00:00:00,2023-01-27,13,Malegria
Carla Fernandez,Confirmado,2023-01-23 00:00:00,2023-01-24,14,Malegria
Rodrigo Gonzales,Confirmado,2023-01-23 00:00:00,2023-01-27,15,Malegria
Maria Jimenez,Cancelado,2023-01-23 00:00:00,2023-01-28,15,Malegria
Carla Gonzales,Confirmado,2023-01-23 00:00:00,2023-01-26,16,Pacha
Carla Sanchez,Confirmado,2023-01-23 00:00:00,2023-01-28,16,Pacha
Rodrigo Martines,Confirmado,2023-01-23 00:00:00,2023-01-25,17,Pacha
Carla Diaz,Cancelado,2023-01-23 00:00:00,2023-01-27,17,Pacha
Fausto Jimenez,Confirmado,2023-01-23 00:00:00,2023-01-26,18,Pacha
Rodrigo Alonso,Confirmado,2023-01-23 00:00:00,2023-01-26,19,Pacha
Tatiana Fernandez,Confirmado,2023-01-23 00:00:00,2023-01-24,20,Pacha
Maria Pedregal,Confirmado,2023-01-23 00:00:00,2023-01-28,20,Pacha
Pedro Alonso,Confirmado,2023-01-23 00:00:00,2023-01-25,21,Pacha
Rodrigo Lopez,Confirmado,2023-01-23 00:00:00,2023-01-27,21,Pacha
Rodrigo Gonzales,Confirmado,2023-01-23 00:00:00,2023-01-28,21,Pacha
Pedro Sanchez,Confirmado,2023-01-23 00:00:00,2023-01-26,25,Pacha
Fausto Garcia,Confirmado,2023-01-23 00:00:00,2023-01-25,26,Pacha
Facundo Gonzales,Confirmado,2023-01-23 00:00:00,2023-01-24,27,Pacha
Belen Garcia,Cancelado,2023-01-23 00:00:00,2023-01-28,27,Pacha
Carlos Pedregal,Confirmado,2023-01-23 00:00:00,2023-01-25,28,Pacha
Maria Diaz,Confirmado,2023-01-23 00:00:00,2023-01-26,28,Pacha
Carla Pedregal,Confirmado,2023-01-23 00:00:00,2023-01-27,30,Pacha
Rodrigo Garcia,Confirmado,2023-01-23 00:00:00,2023-01-28,30,Pacha
Pedro Garcia,Confirmado,2023-01-23 00:00:00,2023-01-28,32,Pacha
Facundo Perez,Confirmado,2023-01-23 00:00:00,2023-01-27,60,Zouk Boulevard
